"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.659551384E2,6.250209299E1,2.543430709E1,1.805101736E2,2.001590573E2,1.501092381E0,2.157690199E2,4.289343826E-1,4.748651600E0,5.729983137E0,-1.000000000E0
2.669551219E2,6.250208280E1,2.543429370E1,1.803114703E2,1.999603643E2,1.466269841E0,2.132669365E2,4.305330344E-1,4.748651596E0,5.974673280E0,-1.000000000E0
2.679551041E2,6.250207386E1,2.543426931E1,1.803482644E2,1.999971686E2,1.477798741E0,2.187723289E2,4.321258703E-1,4.748651568E0,5.887393925E0,-1.000000000E0
2.689550699E2,6.250206498E1,2.543424497E1,1.806010854E2,2.002499998E2,1.480415645E0,2.212152270E2,4.331229014E-1,4.748651576E0,5.884061381E0,-1.000000000E0
2.699550465E2,6.250205781E1,2.543423332E1,1.809346317E2,2.005835535E2,1.157833437E0,2.195685469E2,4.347613253E-1,4.748651585E0,6.116972341E0,-1.000000000E0
2.709550257E2,6.250204883E1,2.543420802E1,1.813099362E2,2.009588684E2,1.406055426E0,2.218426470E2,4.361545867E-1,4.748651586E0,5.205923221E0,-1.000000000E0
2.719549881E2,6.250204557E1,2.543418181E1,1.823999232E2,2.020488609E2,1.180226327E0,2.266225408E2,4.373071856E-1,4.748651612E0,5.820244306E0,-1.000000000E0
2.729549645E2,6.250203723E1,2.543416849E1,1.825388315E2,2.021877778E2,1.284393531E0,2.216337012E2,4.392282515E-1,4.748651619E0,5.662961437E0,-1.000000000E0
2.739549432E2,6.250202318E1,2.543414669E1,1.820126045E2,2.016615652E2,1.646303726E0,2.196254815E2,4.401551764E-1,4.748651623E0,5.148462277E0,-1.000000000E0
2.749549019E2,6.250201711E1,2.543413432E1,1.820232956E2,2.016722629E2,1.189107605E0,2.201094357E2,4.420040849E-1,4.748651581E0,6.096620351E0,-1.000000000E0
2.759548601E2,6.250200461E1,2.543411058E1,1.820443005E2,2.016932810E2,1.548153192E0,2.221456486E2,4.432260003E-1,4.748651559E0,5.126990022E0,-1.000000000E0
2.769548206E2,6.250199674E1,2.543409397E1,1.821655477E2,2.018145368E2,1.182322862E0,2.233010560E2,4.449036254E-1,4.748651550E0,5.702002586E0,-1.000000000E0
2.779547825E2,6.250198425E1,2.543407565E1,1.819834976E2,2.016324994E2,1.432252021E0,2.187995076E2,4.466797751E-1,4.748651549E0,5.153507074E0,-1.000000000E0
2.789547470E2,6.250197200E1,2.543405345E1,1.821567070E2,2.018057217E2,1.580592234E0,2.210581404E2,4.479490809E-1,4.748651562E0,5.092633537E0,-1.000000000E0
2.799547148E2,6.250196517E1,2.543403363E1,1.823147524E2,2.019637751E2,1.390203956E0,2.257302491E2,4.494898150E-1,4.748651561E0,5.880742865E0,-1.000000000E0
2.809546821E2,6.250195425E1,2.543401515E1,1.821798509E2,2.018288849E2,1.422721832E0,2.232992593E2,4.511133806E-1,4.748651542E0,5.474015095E0,-1.000000000E0
2.819546520E2,6.250194503E1,2.543399063E1,1.821204995E2,2.017695440E2,1.426443970E0,2.292442167E2,4.527445807E-1,4.748651529E0,5.989353633E0,-1.000000000E0
2.829546243E2,6.250193415E1,2.543396932E1,1.821401033E2,2.017891595E2,1.457391147E0,2.255091774E2,4.542261137E-1,4.748651543E0,6.104624144E0,-1.000000000E0
2.839545974E2,6.250192245E1,2.543395551E1,1.822717016E2,2.019207693E2,1.450490612E0,2.185396054E2,4.556572077E-1,4.748651552E0,5.570190279E0,-1.000000000E0
2.849545718E2,6.250191120E1,2.543394199E1,1.817360787E2,2.013851576E2,1.374808384E0,2.146598253E2,4.571371701E-1,4.748651545E0,4.967848922E0,-1.000000000E0
2.859545485E2,6.250190145E1,2.543392236E1,1.817086383E2,2.013577276E2,1.378141821E0,2.199070876E2,4.586549658E-1,4.748651557E0,5.068931118E0,-1.000000000E0
2.869545258E2,6.250189199E1,2.543390105E1,1.816293802E2,2.012784800E2,1.366104418E0,2.234055041E2,4.603129944E-1,4.748651552E0,4.966801548E0,-1.000000000E0
2.879545037E2,6.250188182E1,2.543387744E1,1.814804469E2,2.011295579E2,1.421390355E0,2.257464347E2,4.617513009E-1,4.748651555E0,4.877708298E0,-1.000000000E0
2.889544832E2,6.250187319E1,2.543385657E1,1.816559699E2,2.013050905E2,1.403815638E0,2.274410945E2,4.631408352E-1,4.748651538E0,4.611405194E0,-1.000000000E0
2.899544643E2,6.250186147E1,2.543384716E1,1.817208096E2,2.013699413E2,1.221226201E0,2.148188567E2,4.651057523E-1,4.748651562E0,4.744154451E0,-1.000000000E0
2.909544461E2,6.250184818E1,2.543382193E1,1.816012789E2,2.012504247E2,1.469687301E0,2.174733584E2,4.668430860E-1,4.748651562E0,4.938924517E0,-1.000000000E0
2.919544281E2,6.250183833E1,2.543379567E1,1.816171592E2,2.012663163E2,1.474471728E0,2.232376403E2,4.686916410E-1,4.748651554E0,5.583452105E0,-1.000000000E0
2.929544117E2,6.250182770E1,2.543376798E1,1.815521389E2,2.012013080E2,1.569341602E0,2.256342088E2,4.704763003E-1,4.748651546E0,5.653573223E0,-1.000000000E0
2.939543965E2,6.250181804E1,2.543374022E1,1.818793727E2,2.015285530E2,1.574720449E0,2.286183083E2,4.720646594E-1,4.748651554E0,5.670047188E0,-1.000000000E0
2.949543809E2,6.250180839E1,2.543371741E1,1.823302048E2,2.019793959E2,1.539372950E0,2.261585504E2,4.737810092E-1,4.748651570E0,5.902681009E0,-1.000000000E0
2.959543662E2,6.250179483E1,2.543370146E1,1.821128098E2,2.017620142E2,1.546291718E0,2.169784498E2,4.751863948E-1,4.748651608E0,6.070235333E0,-1.000000000E0
2.969543531E2,6.250178327E1,2.543369036E1,1.823226273E2,2.019718430E2,1.510505840E0,2.103944370E2,4.765651501E-1,4.748651607E0,5.855354621E0,-1.000000000E0
2.979543400E2,6.250177088E1,2.543369092E1,1.821715373E2,2.018207637E2,1.266560081E0,1.923205622E2,4.780167965E-1,4.748651603E0,5.765674567E0,-1.000000000E0
2.989543270E2,6.250175864E1,2.543370078E1,1.814783728E2,2.011276088E2,1.224541802E0,1.709627482E2,4.793664660E-1,4.748651589E0,5.337504570E0,-1.000000000E0
2.999543159E2,6.250174666E1,2.543370507E1,1.816893195E2,2.013385654E2,1.357493014E0,1.637221416E2,4.810778240E-1,4.748651608E0,5.251725260E0,-1.000000000E0
3.009543041E2,6.250173160E1,2.543371190E1,1.815861409E2,2.012353992E2,1.476410641E0,1.604925491E2,4.823599589E-1,4.748651573E0,5.299221570E0,-1.000000000E0
3.019542934E2,6.250172088E1,2.543372108E1,1.813343492E2,2.009836158E2,1.328373428E0,1.537316926E2,4.841923088E-1,4.748651564E0,5.719878392E0,-1.000000000E0
3.029542823E2,6.250170614E1,2.543373705E1,1.813047009E2,2.009539787E2,1.600219855E0,1.519088901E2,4.856132384E-1,4.748651533E0,5.012496175E0,-1.000000000E0
3.039542724E2,6.250169877E1,2.543375966E1,1.816068766E2,2.012561585E2,1.373586337E0,1.420091053E2,4.871502199E-1,4.748651550E0,5.750001564E0,-1.000000000E0
3.049542630E2,6.250168817E1,2.543377888E1,1.819226586E2,2.015719477E2,1.370319055E0,1.390028432E2,4.886298004E-1,4.748651543E0,5.546964722E0,-1.000000000E0
3.059542540E2,6.250167998E1,2.543380160E1,1.819322954E2,2.015815894E2,1.367540881E0,1.344547097E2,4.906430326E-1,4.748651544E0,5.494004827E0,-1.000000000E0
3.069542454E2,6.250166517E1,2.543382414E1,1.826001888E2,2.022494933E2,1.600607472E0,1.354791556E2,4.921215078E-1,4.748651522E0,4.965795973E0,-1.000000000E0
3.079542360E2,6.250165732E1,2.543384738E1,1.820884085E2,2.017377175E2,1.523863201E0,1.282245816E2,4.937319654E-1,4.748651529E0,5.512465133E0,-1.000000000E0
3.089542278E2,6.250165060E1,2.543387517E1,1.817889349E2,2.014382468E2,1.580124663E0,1.255707356E2,4.954017488E-1,4.748651499E0,5.763880914E0,-1.000000000E0
3.099542195E2,6.250164301E1,2.543390323E1,1.821009702E2,2.017502858E2,1.582975726E0,1.243197537E2,4.974732072E-1,4.748651512E0,5.859748349E0,-1.000000000E0
3.109542125E2,6.250163081E1,2.543393373E1,1.817984662E2,2.014477893E2,1.619182789E0,1.258563264E2,4.992855849E-1,4.748651518E0,6.117194528E0,-1.000000000E0
3.119542049E2,6.250162039E1,2.543396087E1,1.818999053E2,2.015492347E2,1.623329955E0,1.251004050E2,5.010461179E-1,4.748651499E0,6.106847013E0,-1.000000000E0
3.129541982E2,6.250160836E1,2.543398318E1,1.820996131E2,2.017489506E2,1.617109411E0,1.290895514E2,5.025851473E-1,4.748651506E0,5.932976998E0,-1.000000000E0
3.139541909E2,6.250160039E1,2.543400768E1,1.814953682E2,2.011447102E2,1.596173802E0,1.271053323E2,5.042935783E-1,4.748651503E0,5.957544336E0,-1.000000000E0
3.149541837E2,6.250158999E1,2.543403218E1,1.811764056E2,2.008257541E2,1.605316945E0,1.286447085E2,5.059649378E-1,4.748651481E0,6.033549960E0,-1.000000000E0
3.159541775E2,6.250158105E1,2.543405834E1,1.809138196E2,2.005631732E2,1.608097457E0,1.255346544E2,5.075809720E-1,4.748651485E0,5.914058641E0,-1.000000000E0
3.169541702E2,6.250157106E1,2.543408120E1,1.808950603E2,2.005444202E2,1.608744988E0,1.270332749E2,5.095103836E-1,4.748651487E0,5.967485111E0,-1.000000000E0
3.179541641E2,6.250156011E1,2.543411036E1,1.811258639E2,2.007752303E2,1.615642093E0,1.263928213E2,5.111982083E-1,4.748651526E0,6.045761229E0,-1.000000000E0
3.189541583E2,6.250154918E1,2.543413317E1,1.814390544E2,2.010884280E2,1.608323647E0,1.286287159E2,5.127357507E-1,4.748651525E0,5.825048521E0,-1.000000000E0
3.199541527E2,6.250154076E1,2.543415692E1,1.812787569E2,2.009281353E2,1.590296292E0,1.261105860E2,5.143393608E-1,4.748651527E0,5.751282841E0,-1.000000000E0
3.209541463E2,6.250153162E1,2.543418109E1,1.812392677E2,2.008886516E2,1.606961807E0,1.237142273E2,5.159392723E-1,4.748651512E0,5.729119277E0,-1.000000000E0
3.219541411E2,6.250151990E1,2.543419915E1,1.818126762E2,2.014620684E2,1.598573477E0,1.297209791E2,5.173865187E-1,4.748651528E0,5.693558631E0,-1.000000000E0
3.229541346E2,6.250151294E1,2.543422297E1,1.816545109E2,2.013039068E2,1.590810560E0,1.264739706E2,5.189611414E-1,4.748651525E0,5.686895103E0,-1.000000000E0
3.239541296E2,6.250150295E1,2.543424471E1,1.815842907E2,2.012336930E2,1.612839374E0,1.275466108E2,5.205615666E-1,4.748651502E0,5.617499111E0,-1.000000000E0
3.249541235E2,6.250149105E1,2.543426225E1,1.821228994E2,2.017723103E2,1.615526080E0,1.292493115E2,5.221903657E-1,4.748651518E0,5.995109724E0,-1.000000000E0
3.259541190E2,6.250148382E1,2.543428984E1,1.816399522E2,2.012893665E2,1.610788993E0,1.228514113E2,5.237619414E-1,4.748651519E0,6.065456156E0,-1.000000000E0
3.269541137E2,6.250147368E1,2.543431117E1,1.815288473E2,2.011782683E2,1.603690920E0,1.258110435E2,5.251740243E-1,4.748651503E0,6.278038470E0,-1.000000000E0
3.279541087E2,6.250146553E1,2.543433225E1,1.812195855E2,2.008690114E2,1.529063166E0,1.270165985E2,5.266406067E-1,4.748651487E0,6.179782512E0,-1.000000000E0
3.289541043E2,6.250145664E1,2.543435336E1,1.812183428E2,2.008677743E2,1.490587053E0,1.297266399E2,5.281917818E-1,4.748651476E0,6.044622768E0,-1.000000000E0
3.299540991E2,6.250144853E1,2.543437795E1,1.813393338E2,2.009887697E2,1.499079892E0,1.255214543E2,5.298592675E-1,4.748651495E0,6.042067848E0,-1.000000000E0
3.309540945E2,6.250143769E1,2.543440038E1,1.812248254E2,2.008742685E2,1.510504453E0,1.295251362E2,5.314963330E-1,4.748651496E0,6.040842242E0,-1.000000000E0
3.319540900E2,6.250142630E1,2.543442060E1,1.813246413E2,2.009740921E2,1.525450713E0,1.339879922E2,5.329937779E-1,4.748651488E0,5.985516748E0,-1.000000000E0
3.329540839E2,6.250141876E1,2.543444476E1,1.814441872E2,2.010936421E2,1.423466630E0,1.284765925E2,5.345010347E-1,4.748651489E0,6.215303495E0,-1.000000000E0
3.339540799E2,6.250140979E1,2.543446678E1,1.815391128E2,2.011885733E2,1.451030252E0,1.285096177E2,5.360283333E-1,4.748651492E0,5.785283483E0,-1.000000000E0
3.349540751E2,6.250139949E1,2.543448644E1,1.815412932E2,2.011907607E2,1.318871547E0,1.295899859E2,5.376359909E-1,4.748651490E0,6.062068708E0,-1.000000000E0
3.359540703E2,6.250138964E1,2.543450936E1,1.812621673E2,2.009116410E2,1.493247663E0,1.284152994E2,5.389219978E-1,4.748651491E0,5.751909982E0,-1.000000000E0
3.369540663E2,6.250138173E1,2.543452765E1,1.813741334E2,2.010236120E2,1.251709712E0,1.280869025E2,5.405118247E-1,4.748651488E0,6.089276355E0,-1.000000000E0
3.379540614E2,6.250137138E1,2.543454901E1,1.813784554E2,2.010279408E2,1.459355664E0,1.310401019E2,5.419274533E-1,4.748651498E0,5.559433382E0,-1.000000000E0
3.389540575E2,6.250136105E1,2.543456513E1,1.814291817E2,2.010786744E2,1.232712230E0,1.362252536E2,5.432656866E-1,4.748651493E0,6.062308045E0,-1.000000000E0
3.399540526E2,6.250135032E1,2.543457690E1,1.814765315E2,2.011260323E2,1.213048485E0,1.421083199E2,5.445315919E-1,4.748651494E0,5.396268439E0,-1.000000000E0
3.409540488E2,6.250133900E1,2.543457425E1,1.808100801E2,2.004595910E2,1.139971524E0,1.621445134E2,5.458521121E-1,4.748651486E0,5.584410521E0,-1.000000000E0
3.419540451E2,6.250132917E1,2.543455979E1,1.806417011E2,2.002912221E2,1.124637305E0,1.873727393E2,5.477643085E-1,4.748651463E0,5.621599456E0,-1.000000000E0
3.429540399E2,6.250131967E1,2.543452875E1,1.813169469E2,2.009664793E2,1.354063434E0,2.140597235E2,5.498821022E-1,4.748651460E0,5.423047730E0,-1.000000000E0
3.439540364E2,6.250131396E1,2.543448940E1,1.814812530E2,2.011307944E2,1.624057297E0,2.353512251E2,5.509759261E-1,4.748651491E0,5.090423961E0,-1.000000000E0
3.449540312E2,6.250131458E1,2.543446814E1,1.814049175E2,2.010544605E2,1.196470717E0,2.481924165E2,5.526569728E-1,4.748651512E0,6.039296075E0,-1.000000000E0
3.459540280E2,6.250131130E1,2.543443618E1,1.807728930E2,2.004224421E2,1.346545412E0,2.507007616E2,5.545382469E-1,4.748651500E0,4.950288337E0,-1.000000000E0
3.469540232E2,6.250130718E1,2.543440064E1,1.808749784E2,2.005245348E2,1.311107794E0,2.499289257E2,5.559704962E-1,4.748651503E0,5.379644395E0,-1.000000000E0
3.479540197E2,6.250130644E1,2.543437279E1,1.808120940E2,2.004616539E2,1.273432625E0,2.563118015E2,5.575476854E-1,4.748651511E0,5.277696292E0,-1.000000000E0
3.489540147E2,6.250130679E1,2.543434208E1,1.807813010E2,2.004308637E2,1.365678268E0,2.605081029E2,5.588047965E-1,4.748651542E0,4.835285790E0,-1.000000000E0
3.499540111E2,6.250130821E1,2.543431779E1,1.809294325E2,2.005789964E2,1.239907510E0,2.683955061E2,5.595637947E-1,4.748651525E0,5.090139022E0,-1.000000000E0
3.509540070E2,6.250130927E1,2.543430318E1,1.806059218E2,2.002554863E2,9.155892615E-1,2.753720821E2,5.607190830E-1,4.748651529E0,5.066425710E0,-1.000000000E0
3.519540031E2,6.250131187E1,2.543428139E1,1.807531054E2,2.004026699E2,9.679303948E-1,2.796250244E2,5.630737818E-1,4.748651524E0,5.346720525E0,-1.000000000E0
3.529540002E2,6.250131459E1,2.543423591E1,1.811733361E2,2.008229028E2,1.450160639E0,2.755688455E2,5.644246565E-1,4.748651534E0,5.555265579E0,-1.000000000E0
3.539539948E2,6.250131189E1,2.543421025E1,1.801542563E2,1.998038280E2,1.540305978E0,2.676036890E2,5.659024056E-1,4.748651500E0,5.880617076E0,-1.000000000E0
3.549539920E2,6.250131256E1,2.543418151E1,1.798719263E2,1.995215004E2,1.562685310E0,2.687079060E2,5.676549641E-1,4.748651477E0,5.824978411E0,-1.000000000E0
3.559539875E2,6.250131713E1,2.543414884E1,1.800233622E2,1.996729356E2,1.612581027E0,2.749542841E2,5.690645095E-1,4.748651463E0,5.991512644E0,-1.000000000E0
3.569539881E2,6.250131773E1,2.543412142E1,1.806318562E2,2.002814319E2,1.638076138E0,2.711098411E2,5.704580549E-1,4.748651507E0,6.411964642E0,-1.000000000E0
3.579539870E2,6.250131734E1,2.543409429E1,1.808065249E2,2.004561037E2,1.611249942E0,2.721404236E2,5.718584096E-1,4.748651542E0,6.372934617E0,-1.000000000E0
3.589539911E2,6.250131628E1,2.543406711E1,1.806649854E2,2.003145679E2,1.584697064E0,2.702014199E2,5.730928798E-1,4.748651539E0,6.343834191E0,-1.000000000E0
3.599539930E2,6.250131796E1,2.543404334E1,1.802552623E2,1.999048457E2,1.587274816E0,2.690552691E2,5.744735162E-1,4.748651483E0,6.314049383E0,-1.000000000E0
3.609539951E2,6.250131718E1,2.543401650E1,1.802600931E2,1.999096800E2,1.603773838E0,2.657860163E2,5.760934957E-1,4.748651468E0,6.503983029E0,-1.000000000E0
3.619539970E2,6.250131298E1,2.543398630E1,1.802403402E2,1.998899338E2,1.614325849E0,2.596832552E2,5.777352850E-1,4.748651497E0,6.372260918E0,-1.000000000E0
3.629539984E2,6.250131440E1,2.543395447E1,1.805741863E2,2.002237819E2,1.622218486E0,2.621518009E2,5.792727733E-1,4.748651506E0,6.454246734E0,-1.000000000E0
3.639540005E2,6.250130972E1,2.543392629E1,1.803570626E2,2.000066652E2,1.598028303E0,2.568667571E2,5.807592076E-1,4.748651520E0,6.710535040E0,-1.000000000E0
3.649540005E2,6.250130720E1,2.543389786E1,1.805088475E2,2.001584552E2,1.571369225E0,2.538625144E2,5.820025051E-1,4.748651524E0,6.658794218E0,-1.000000000E0
3.659540023E2,6.250130279E1,2.543387561E1,1.802606315E2,1.999102452E2,1.568748414E0,2.503785647E2,5.835715873E-1,4.748651553E0,6.854917200E0,-1.000000000E0
3.669540017E2,6.250129511E1,2.543384996E1,1.804275959E2,2.000772189E2,1.586108464E0,2.431728852E2,5.851890165E-1,4.748651561E0,6.618987720E0,-1.000000000E0
3.679540020E2,6.250129286E1,2.543381884E1,1.803341110E2,1.999837392E2,1.601135889E0,2.479380099E2,5.870684687E-1,4.748651536E0,6.604609348E0,-1.000000000E0
3.689540020E2,6.250129765E1,2.543378373E1,1.807079305E2,2.003575581E2,1.616270995E0,2.638709082E2,5.887702104E-1,4.748651499E0,6.602499005E0,-1.000000000E0
3.699540020E2,6.250129322E1,2.543375200E1,1.805133309E2,2.001629656E2,1.623106950E0,2.571160657E2,5.902236478E-1,4.748651527E0,6.572458641E0,-1.000000000E0
3.709540011E2,6.250128847E1,2.543372563E1,1.810119145E2,2.006615561E2,1.570997076E0,2.531590618E2,5.915054935E-1,4.748651542E0,6.547888922E0,-1.000000000E0
3.719540009E2,6.250128798E1,2.543370068E1,1.806003102E2,2.002499547E2,1.577510978E0,2.560187180E2,5.928672259E-1,4.748651545E0,6.690476137E0,-1.000000000E0
3.729539995E2,6.250128687E1,2.543367427E1,1.808772282E2,2.005268763E2,1.581666332E0,2.556285381E2,5.943221402E-1,4.748651558E0,6.407674486E0,-1.000000000E0
3.739539987E2,6.250128699E1,2.543364593E1,1.812461084E2,2.008957593E2,1.575672892E0,2.614799839E2,5.956885228E-1,4.748651570E0,6.279618182E0,-1.000000000E0
3.749539973E2,6.250128630E1,2.543361936E1,1.815617428E2,2.012113970E2,1.572286749E0,2.621343997E2,5.969902206E-1,4.748651561E0,6.259778707E0,-1.000000000E0
3.759539962E2,6.250128378E1,2.543359460E1,1.812161171E2,2.008657761E2,1.563841419E0,2.582891521E2,5.986154376E-1,4.748651561E0,6.420152267E0,-1.000000000E0
3.769539933E2,6.250128260E1,2.543356305E1,1.807185156E2,2.003681789E2,1.576780111E0,2.605731044E2,6.003096980E-1,4.748651535E0,6.107383386E0,-1.000000000E0
3.779539920E2,6.250128783E1,2.543353206E1,1.804732784E2,2.001229403E2,1.590211410E0,2.725061508E2,6.020164663E-1,4.748651497E0,6.312794157E0,-1.000000000E0
3.789539905E2,6.250129505E1,2.543350272E1,1.806132674E2,2.002629260E2,1.615830496E0,2.849929602E2,6.036714915E-1,4.748651479E0,6.236228636E0,-1.000000000E0
3.799539888E2,6.250130353E1,2.543347623E1,1.807071208E2,2.003567748E2,1.614591470E0,2.956119135E2,6.050961338E-1,4.748651485E0,5.987761104E0,-1.000000000E0
3.809539859E2,6.250130830E1,2.543345048E1,1.807327100E2,2.003823625E2,1.593360720E0,2.937307176E2,6.064220364E-1,4.748651484E0,6.603100587E0,-1.000000000E0
3.819539844E2,6.250131350E1,2.543342724E1,1.804809148E2,2.001305651E2,1.579635147E0,2.942820177E2,6.080237505E-1,4.748651489E0,6.569215530E0,-1.000000000E0
3.829539821E2,6.250131900E1,2.543339841E1,1.810361056E2,2.006857540E2,1.545475192E0,2.917280660E2,6.092926652E-1,4.748651498E0,6.636268198E0,-1.000000000E0
3.839539795E2,6.250132313E1,2.543337536E1,1.810274000E2,2.006770473E2,1.527201109E0,2.910288492E2,6.107963641E-1,4.748651515E0,6.599606503E0,-1.000000000E0
3.849539768E2,6.250132880E1,2.543334878E1,1.814821115E2,2.011317565E2,1.559495556E0,2.895791010E2,6.121055500E-1,4.748651517E0,6.307371504E0,-1.000000000E0
3.859539741E2,6.250133280E1,2.543332480E1,1.820458336E2,2.016954776E2,1.517480051E0,2.910273789E2,6.134155280E-1,4.748651523E0,6.353274887E0,-1.000000000E0
3.869554502E2,6.250133111E1,2.543329955E1,1.816722684E2,2.013219164E2,1.352743874E0,2.781352004E2,6.145153497E-1,4.748651546E0,5.807748286E0,-1.000000000E0
3.879554677E2,6.250133208E1,2.543327823E1,1.820070899E2,2.016567393E2,1.194050356E0,2.745711133E2,6.159246499E-1,4.748651535E0,5.662602791E0,-1.000000000E0
3.889554526E2,6.250132758E1,2.543325257E1,1.816016589E2,2.012513148E2,1.342219054E0,2.646688344E2,6.175062696E-1,4.748651555E0,5.501041139E0,-1.000000000E0
3.899554430E2,6.250132097E1,2.543322529E1,1.815339320E2,2.011835965E2,1.441164496E0,2.529369774E2,6.191764844E-1,4.748651581E0,5.292023786E0,-1.000000000E0
3.909554350E2,6.250130959E1,2.543320407E1,1.814483600E2,2.010980364E2,1.571756575E0,2.376639593E2,6.208316955E-1,4.748651620E0,5.813285790E0,-1.000000000E0
3.919554067E2,6.250130028E1,2.543317891E1,1.816638530E2,2.013135401E2,1.577992241E0,2.337970511E2,6.223470172E-1,4.748651625E0,6.344204288E0,-1.000000000E0
3.929553888E2,6.250128899E1,2.543316237E1,1.813763153E2,2.010260140E2,1.575632444E0,2.245888588E2,6.237989263E-1,4.748651644E0,6.455716294E0,-1.000000000E0
3.939553715E2,6.250128029E1,2.543314130E1,1.811867068E2,2.008364151E2,1.579055392E0,2.257735493E2,6.255120159E-1,4.748651626E0,6.280065533E0,-1.000000000E0
3.949553299E2,6.250127243E1,2.543311259E1,1.811334211E2,2.007831392E2,1.604745838E0,2.329512063E2,6.269811839E-1,4.748651608E0,6.166975280E0,-1.000000000E0
3.959553086E2,6.250126667E1,2.543308684E1,1.810500962E2,2.006998219E2,1.590838239E0,2.388950056E2,6.282138804E-1,4.748651586E0,6.083107911E0,-1.000000000E0
3.969552894E2,6.250125888E1,2.543306975E1,1.815445875E2,2.011943217E2,1.460868795E0,2.382498420E2,6.292975911E-1,4.748651602E0,6.044316161E0,-1.000000000E0
3.979552504E2,6.250125178E1,2.543305529E1,1.816508778E2,2.013006196E2,1.369796890E0,2.353346583E2,6.307299935E-1,4.748651640E0,5.895915874E0,-1.000000000E0
3.989552298E2,6.250124538E1,2.543303108E1,1.814110188E2,2.010607687E2,1.301857986E0,2.361194758E2,6.322212553E-1,4.748651598E0,5.661601075E0,-1.000000000E0
3.999552078E2,6.250123667E1,2.543300899E1,1.812481651E2,2.008979248E2,1.534936438E0,2.329158318E2,"",4.748651580E0,6.074090503E0,-1.000000000E0